fold,edge_idx,x_eval,activation
1,0,-0.8190954923629761,1.9309144020080566
1,1,-0.8190954923629761,-0.11769002676010132
1,0,-0.8090452551841736,1.885979413986206
1,1,-0.8090452551841736,-0.11829447746276855
1,0,-0.7989949584007263,1.8397557735443115
1,1,-0.7989949584007263,-0.11883366107940674
1,0,-0.7889447212219238,1.7922604084014893
1,1,-0.7889447212219238,-0.11923772096633911
1,0,-0.7788944840431213,1.743506908416748
1,1,-0.7788944840431213,-0.11943721771240234
1,0,-0.7688442468643188,1.6935102939605713
1,1,-0.7688442468643188,-0.11936238408088684
1,0,-0.7587939500808716,1.6422853469848633
1,1,-0.7587939500808716,-0.11894366145133972
1,0,-0.7487437129020691,1.5898478031158447
1,1,-0.7487437129020691,-0.11811143159866333
1,0,-0.7386934757232666,1.5362478494644165
1,1,-0.7386934757232666,-0.11682307720184326
1,0,-0.7286432385444641,1.48163640499115
1,1,-0.7286432385444641,-0.11510998010635376
1,0,-0.7185929417610168,1.4261811971664429
1,1,-0.7185929417610168,-0.11301633715629578
1,0,-0.7085427045822144,1.3700501918792725
1,1,-0.7085427045822144,-0.11058658361434937
1,0,-0.6984924674034119,1.3134113550186157
1,1,-0.6984924674034119,-0.10786470770835876
1,0,-0.6884422302246094,1.2564324140548706
1,1,-0.6884422302246094,-0.10489505529403687
1,0,-0.6783919334411621,1.1992802619934082
1,1,-0.6783919334411621,-0.1017218828201294
1,0,-0.6683416962623596,1.142124056816101
1,1,-0.6683416962623596,-0.09838935732841492
1,0,-0.6582914590835571,1.0851311683654785
1,1,-0.6582914590835571,-0.09494173526763916
1,0,-0.6482412219047546,1.0284690856933594
1,1,-0.6482412219047546,-0.09142321348190308
1,0,-0.6381909251213074,0.9723055362701416
1,1,-0.6381909251213074,-0.08787798881530762
1,0,-0.6281406879425049,0.9168086051940918
1,1,-0.6281406879425049,-0.08435028791427612
1,0,-0.6180904507637024,0.862146258354187
1,1,-0.6180904507637024,-0.08088445663452148
1,0,-0.6080402135848999,0.8084861040115356
1,1,-0.6080402135848999,-0.0775245726108551
1,0,-0.5979899764060974,0.7559956908226013
1,1,-0.5979899764060974,-0.07431498169898987
1,0,-0.5879396796226501,0.7048429846763611
1,1,-0.5879396796226501,-0.07129976153373718
1,0,-0.5778894424438477,0.6551960110664368
1,1,-0.5778894424438477,-0.06852331757545471
1,0,-0.5678392052650452,0.6072225570678711
1,1,-0.5678392052650452,-0.06602969765663147
1,0,-0.5577889680862427,0.5610901117324829
1,1,-0.5577889680862427,-0.06386330723762512
1,0,-0.5477386713027954,0.5169664621353149
1,1,-0.5477386713027954,-0.062068164348602295
1,0,-0.5376884341239929,0.4750198423862457
1,1,-0.5376884341239929,-0.06068870425224304
1,0,-0.5276381969451904,0.4354177415370941
1,1,-0.5276381969451904,-0.05976903438568115
